id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
2001,721657,D4,Banking,17.0,"निधी हस्तांतरणाचे वर्गीकरण निधीच्या प्रवाहाच्या दिशेने आवक , आउटगोइंग म्हणून केले जाते",निधी हस्तांतरणाचे वर्गीकरण निधीच्या प्रवाहाच्या दिशेने आवक आउटगोइंग म्हणून केले जाते
2002,710189,D1,Agriculture,17.429,कमी मात्रेतला सिंचन अशी पद्धत हा जेच्यात एक पाईप नेटवर्कच्या माध्यमातना कमी दबावात पोचता,कमी मात्रेतला सिंचन अशी पद्धत ज्यामध्ये एक पाईप नेटवर्कच्या माध्यमातून कमी दबावात पोहोचते.
2003,713194,D2,Banking,17.5,"ऑनलाईन ईज बिल भरनं हाऊ बठ्ठास्मा चांगला पर्याय शे , कोठेबी बील भरता येस","ऑनलाईन ईज बिल कसे भरावे, कोणता चांगला पर्याय आहे, आणि कोठे बिल भरता येते?"
2004,720963,D4,Agriculture,17.0,गोड्या पाण्याच्या स्रोतांमध्ये आणि समुद्रात मासे मुबलक प्रमाणात आढळतात,गोड्या पाण्याच्या स्रोतांमध्ये आणि समुद्रात मासे मुबलक प्रमाणात आढळतात
2005,706448,D1,Banking,17.429,डेबिट कार्ड ह्या पेमेंट कार्ड असा जा खरेदी करण्यासाठी रोखीच्यो जागी वापरला जाऊ शकता,डेबिट कार्ड हे पेमेंट कार्ड म्हणून खरेदी करण्यासाठी रोखीच्या जागी वापरले जाऊ शकते.
2006,715044,D2,Banking,17.5,पेमेंट वॉरंटचा वापर पूर्वी सैनिकांना पैसे देण्यासाठी लष्कराकडून केला जात असे,पेमेंट वॉरंटचा वापर पूर्वी सैनिकांना पैसे देण्यासाठी लष्कराकडून केला जात असे
2007,718877,D4,Banking,17.0,नाव आणि जन्मतारीख यांच्या मदतीने तुम्ही तुमच्या कर्जाची स्थिती देखील तपासू शकता,नाव आणि जन्मतारीख यांच्या मदतीने तुम्ही तुमच्या कर्जाची स्थिती देखील तपासू शकता
2008,711091,D1,Banking,17.429,"सूक्ष्म उद्योगांमध्ये टोपले बनवणा , टेलरिंग , रस्त्यावर विक्री आणि कुक्कुटपालन यांचो समावेश होता","सूक्ष्म उद्योगांमध्ये टेलरिंग, रस्त्यावर विक्री आणि कुक्कुटपालन यांचा समावेश होता."
2009,716538,D2,Agriculture,17.5,खरबुजामध्ये पाण्याव्यतिरिक्त सर्वात जास्त पोषकतत्वे असतात,खरबुजामध्ये पाण्याव्यतिरिक्त सर्वात जास्त पोषकतत्वे असतात
2010,719786,D4,Banking,17.0,अल्पकालीन आर्थिक साधनांच्या मनी मार्केट ट्रेडिंगला सामान्यतः पेपर म्हणतात,अल्पकालीन आर्थिक साधनांच्या मनी मार्केट ट्रेडिंगला सामान्यतः पेपर म्हणतात
2011,712130,D1,Banking,17.429,माका दहा लाखाचा कर्ज काढूचा असला तर काय तुमच्याकडे ग्हाण ठेवूचा लागात काय ?,मला दहा लाखांचे कर्ज काढायचे असेल तर तुमच्याकडे काय ठेवले आहे?
2012,715066,D2,Banking,17.5,बचत खाते उघडण्यासाठी रहिवासाच ठिकाण हे राहण्याचा पत्ता पुरावा म्हणून लागतो,बचत खाते उघडण्यासाठी रहिवाशाचे ठिकाण हे राहण्याचा पत्ता पुरावा म्हणून लागतो
2013,720004,D4,Agriculture,17.0,सागरी शेतीच्या माध्यमातून व्यवसायाच्या रूपात मत्स्य पालनाचा भरपूर आर्थिक फायदा होतो,सागरी शेतीच्या माध्यमातून व्यवसायाच्या रूपात मत्स्य पालनाचा भरपूर आर्थिक फायदा होतो
2014,706757,D1,Banking,17.429,जेव्हा एखादा व्यक्ती दुसऱ्या व्यक्तीक काहीतरी कर्जा घेऊक परवानगी देता तेव्हा कर्जा देणा उद्भवता,जेव्हा एखादा व्यक्ती दुसऱ्या व्यक्तीला काहीतरी कर्ज घेण्याची परवानगी देतो तेव्हा कर्जा देणे उद्भवते.
2015,717216,D2,Agriculture,17.5,भाऊ तुला माहित आहे का जेली बनवण्यासाठी प्रथिनांचा वापर केला जातो,तुला माहित आहे का जेली बनवण्यासाठी प्रथिनांचा वापर केला जातो
2016,719874,D4,Banking,17.0,अर्थशास्त्र म्हणजे मानवाच्या आर्थिक क्रियाकलापांचा अभ्यास,अर्थशास्त्र म्हणजे मानवाच्या आर्थिक क्रियाकलापांचा अभ्यास
2017,706514,D1,Banking,17.429,"लष्करी बजेट कर्मचारी पगार आणि प्रशिक्षण खर्च , उपकरणा आणि सुविधांच्या देखभालीसाठी वित्तपुरवठा करतत",लष्करी बजेट कर्मचारी पगार आणि प्रशिक्षण खर्च उपकरणांच्या आणि सुविधांच्या देखभालीसाठी वित्तपुरवठा करत आहे
2018,715739,D2,Agriculture,17.5,पाण्याचा खूप प्रमाणात केलेला उपसा जमिनीला तडे जाणे आणि जमीन ढासाळन्याला कारणीभूत आहे,पाण्याचा खूप प्रमाणात केलेला उपसा जमिनीला तडे जाणे आणि जमीन ढासाळन्याला कारणीभूत आहे
2019,722037,D4,Banking,17.0,व्यावसायिक देवदूत गुंतवणूकदार कर्जाद्वारे किंवा इक्विटीच्या बदल्यात बियाणे पैसे देतात,व्यावसायिक देवदूत गुंतवणूकदार कर्जाद्वारे किंवा इक्विटीच्या बदल्यात बियाणे पैसे देतात
2020,706669,D1,Banking,17.429,भारताचो लष्करी बजेट किंवा संरक्षण बजेट ह्या भारताच्यो केंद्रीय अर्थसंकल्पाच्यो एकूण बजेटचो भाग असा,भारताचे लष्करी बजेट किंवा संरक्षण बजेट भारताच्या केंद्रीय अर्थसंकल्पाच्या एकूण बजेटचा भाग आहे
2021,715875,D2,Banking,17.5,"भांडवली प्रकल्पाची किंमत बरोबर ठरविण्यासाठी , कंपनीला त्याच्या परताव्याची आवश्यकता असते",भांडवली प्रकल्पाची किंमत बरोबर ठरविण्यासाठी कंपनीला त्याच्या परताव्याची आवश्यकता असते
