id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
10001,717308,D2,Agriculture,10.5,ऊसाची तोडणी करण्यासाठी कोणते साधन वापरायला हवे ?,ऊसाची तोडणी करण्यासाठी कोणते साधन वापरायला हवे?
10002,720621,D4,Agriculture,10.5,भारतात दोन हजार तीस पर्यंत पाण्याची मागणी दुप्पट होईल,भारतात दोन हजार तीस पर्यंत पाण्याची मागणी दुप्पट होईल
10003,707530,D1,Banking,10.909,जागतिक आर्थिक व्यवस्थेतलो आणखी एक प्रमुख खेळाडू म्हणजे जागतिक बँक होय,जागतिक आर्थिक व्यवस्थेत आणखी एक प्रमुख खेळाडू म्हणजे जागतिक बँक आहे
10004,717594,D2,Agriculture,10.5,पीक विकण्यापूर्वी मार्गदर्शन उपलब्ध आहे का ?,पीक विकण्यापूर्वी मार्गदर्शन उपलब्ध आहे का?
10005,720629,D4,Agriculture,10.5,सुरेशने चांगल्या प्रतीची रोपे बागायती शेतीत आणली आहेत,सुरेशने चांगल्या प्रतीची रोपे बागायती शेतीत आणली आहेत
10006,709401,D1,Agriculture,10.909,केळा खाऊक योग्य फळ हा वनस्पति दृष्ट्या ता एक बेरी हा,"केला योग्य फळ आहे, वनस्पति दृष्ट्या तो एक बेरी आहे."
10007,716606,D2,Banking,10.5,मला माझ्या कर्जाचा तपशील ऑनलाइन साइटवर दिसत नाही,मला माझ्या कर्जाचा तपशील ऑनलाइन साइटवर दिसत नाही
10008,722173,D4,Banking,10.5,मी एल.आई.सी इन्शुरन्सचे उत्पन्न मोजले आहे आणि चांगले पैसे मिळत आहेत,मी एल.आई.सी इन्शुरन्सचे उत्पन्न मोजले आहे आणि चांगले पैसे मिळत आहेत
10009,708815,D1,Agriculture,10.909,जर मधमाश्यांच्या जीवन चक्रात राणी नसली तर तेंचा जीवन चक्र थांबात,जर मधमाश्यांच्या जीवन चक्रात राणी नसली तर तेंचे जीवनचक्र थांबेल
10010,713424,D2,Agriculture,10.5,भरमसाठ वाढेल लोकसंख्या शेतीना नुकसानले कारनीभूत व्हनारज शे,भरमसाठ वाढल्यामुळे लोकसंख्येने शेतीला नुकसान केले आहे.
10011,721060,D4,Agriculture,10.5,सेंद्रिय शेती केल्याने माती सुपीक राहते,सेंद्रिय शेती केल्याने माती सुपीक राहते
