id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
4001,713283,D2,Banking,15.0,एक छोटासा फॉर्म ओपन हुई तेनामा रेफरन्स नंबर आनी इतर माहीती भरनी पडी,"एक लहान फॉर्म उघडला आहे, ज्यामध्ये रेफरन्स नंबर आणि इतर माहिती भरायची आहे."
4002,721983,D4,Agriculture,14.833,"कागद , लाकूड , बांबू , गव्हाचा पेंढा आणि भांगापासून बनवले जातो","कागद, लाकूड, बांबू, गव्हाचा पेंढा आणि भांगापासून बनवले जाते."
4003,707843,D1,Agriculture,15.0,भारतात पंजाब इत्यादी राज्यांत तांदूळ उत्पादन सिंचन प्रकल्पांमुळे शक्य झाले आसा,भारतात पंजाब इत्यादी राज्यांत तांदूळ उत्पादन सिंचन प्रकल्पांमुळे शक्य झाले.
4004,715821,D2,Agriculture,15.0,"फायबरयुक्त बिया शरीरासाठी खूप चांगल्या आहे , कारण याने पाचन तंत्र सुधारतं","फायबरयुक्त बिया शरीरासाठी खूप चांगले आहेत, कारण याने पाचन तंत्र सुधारते."
4005,722645,D4,Banking,14.818,"मालमत्ता दोन प्रकारची असू शकते , जंगम मालमत्ता आणि स्थावर मालमत्ता","मालमत्ता दोन प्रकारची असू शकते, जंगम मालमत्ता आणि स्थावर मालमत्ता"
4006,708602,D1,Agriculture,15.0,एक लाकडाचो श्रीमंत व्यापारी व्हतो आणि तेच्याकडे शेकडोनी लाकडाचे कारखाने व्हते,एक लाकडाचा श्रीमंत व्यापारी असतो आणि त्याच्याकडे शेकडो लाकडाचे कारखाने असतात
4007,716072,D2,Banking,15.0,राष्ट्रीय उत्पन्नामध्ये प्रतिव्यक्ती उत्पन्नाची वाढ आर्थिक विकास असतो,राष्ट्रीय उत्पन्नामध्ये प्रतिव्यक्ती उत्पन्नाची वाढ आर्थिक विकास असतो
4008,721869,D4,Banking,14.818,रिअल इस्टेट इकॉनॉमिक्स म्हणजे रिअल इस्टेट मार्केटस मध्ये आर्थिक तंत्रांचा वापर,रिअल इस्टेट इकॉनॉमिक्स म्हणजे रिअल इस्टेट मार्केटमध्ये आर्थिक तंत्रांचा वापर
4009,709987,D1,Banking,15.0,बचत खात्यातून तुम्ही जेवढी रक्कम काढू शकतास ती सामान्यतः यादीत असता,बचत खात्यातून तुम्ही जी रक्कम काढू शकता ती सामान्यतः यादीत असते
4010,718368,D2,Banking,15.0,ज्यांचे बँकेत खाते नाही अशा नागरीकांना मी यू.पी.आय द्वारे पैसे पाठवू शकतो का ?,ज्यांचे बँकेत खाते नाही अशा नागरिकांना मी यूपीआय द्वारे पैसे पाठवू शकतो का?
4011,720312,D4,Agriculture,14.8,वनस्पती दूध एक वनस्पती पेय आहे ज्याचा रंग दुधासारखे आहे,वनस्पती दूध एक वनस्पती पेय आहे ज्याचा रंग दुधासारखा आहे
4012,707605,D1,Agriculture,15.0,"तुका सांगतंय , बदाम ही इराण आणि आजूबाजूच्या देशांतल्या झाडांची येक प्रजाती आसा",तू सांगत आहेस की बदाम ही इराण आणि आजूबाजूच्या देशांतील झाडांची एक प्रजाती आहे
4013,712853,D2,Banking,15.0,एन.जी.ओ हाई बिनसरकारी संस्था मानवताना करता काम करस,एन.जी.ओ. गैरसरकारी संस्था मानवांसाठी काम करतात.
4014,722002,D4,Banking,14.8,"अर्ज संदर्भ क्रमांक , मोबाईल क्रमांक , जन्मतारीख , नाव वापरून लोन स्थिती तपासू शकतो","अर्ज संदर्भ क्रमांक, मोबाईल क्रमांक, जन्मतारीख, नाव वापरून लोन स्थिती तपासता येते का?"
4015,710903,D1,Agriculture,15.0,महाराष्ट्रात मोठ्या प्रमाणात द्राक्षाची शेती केली जाता,महाराष्ट्रात मोठ्या प्रमाणात द्राक्षाची शेती केली जाते.
4016,716789,D2,Agriculture,15.0,तुम्हाला माहीत आहे का की मोलस्कचे शरीर अनेकदा मऊ आणि आकारहीन असते,तुम्हाला माहीत आहे का की मोलस्कचे शरीर अनेकदा मऊ आणि आकारहीन असते
4017,721914,D4,Agriculture,14.786,"खूप मोठी कुटुंबं , मोठी कुटुंबं आणि छोटी कुटुंबं असे अनेक प्रकारची शेती आहे","खूप मोठी कुटुंबे, मोठी कुटुंबे आणि छोटी कुटुंबे अशा अनेक प्रकारची शेती आहे."
4018,709896,D1,Agriculture,15.0,जाळीदार साहित्य हे इतर तंतुमय वनस्पती सामग्रीपासून विणलेले आहे,जाळीदार साहित्य हे इतर तंतुमय वनस्पती सामग्रीपासून विणलेले आहे
4019,715975,D2,Agriculture,15.0,माझे वडील शहरी कृषी उत्पादनाच्या मदतीने वस्तूंचा भरपूर व्यापार करतात,माझे वडील शहरी कृषी उत्पादनाच्या मदतीने वस्तूंचा भरपूर व्यापार करतात
4020,721596,D4,Agriculture,14.765,"फ्लॉवर रोग ब्लॅक स्पॉट हा एक , सामान्य बुरशीचा रोग आहे , गुलाबाची एक मोठी समस्या आहे","फ्लॉवर रोग ब्लॅक स्पॉट हा एक सामान्य बुरशीचा रोग आहे, गुलाबाची एक मोठी समस्या आहे"
4021,706424,D1,Banking,15.0,के.वाय.सी आज आर्थिक गुन्हो आणि मनी लाँड्रिंग विरुद्धच्यो लढ्यात येक महत्त्व पूर्ण घटक असा,के.वाय.सी आज आर्थिक गुन्हे आणि मनी लाँड्रिंग विरुद्धच्या लढ्यात एक महत्त्वाचा पूर्ण घटक आहे.
4022,716621,D2,Agriculture,15.0,कापणी केलेल्या झाडांपैकी पस्तीस टक्के झाडे कागद निर्मितीसाठी वापरली जात आहेत,कापणी केलेल्या झाडांपैकी पस्तीस टक्के झाडे कागद निर्मितीसाठी वापरली जात आहेत
4023,722510,D4,Agriculture,14.733,"वालुकामय माती वालुकामय माती हलकी , उष्ण , कोरडी आणि आम्लयुक्त आणि भरपूर पोषक असतात","रेतीची माती हलकी, उष्ण, कोरडी आणि आम्लयुक्त व भरपूर पोषक असते."
4024,708759,D1,Agriculture,15.0,मोतीयेची शेतीन सुरवाती नंतर आता विसाव्या शतकाच्या सुरवातीक मोठो पल्लो गाठल्यान,मोतीयेची शेती सुरुवातीला नंतर आता विसाव्या शतकाच्या सुरुवातीला मोठे काम केले
4025,716716,D2,Banking,15.0,भेट पत्रामध्ये एक निश्चित राशी असते आणि ती किरकोळ विक्रेत्या द्वारे सादर केली जाते,भेट पत्रामध्ये एक निश्चित राशी असते आणि ती किरकोळ विक्रेत्याद्वारे सादर केली जाते
4026,721471,D4,Banking,14.7,"विक्री कर , दर , मालमत्ता कर , वारसा कर आणि मूल्यवर्धित कर हे विविध प्रकारचे जाहिरात मूल्य कर आहेत","विक्री कर, दर, मालमत्ता कर, वारसा कर आणि मूल्यवर्धित कर हे विविध प्रकारचे जाहिरात मूल्य कर आहेत."
4027,709009,D1,Banking,15.0,नाण्यांचो उपयोग प्रमुखपणे विनिमय किंवा कायदेशीर निविदेच्या रुपात करतत,नाण्यांचा उपयोग प्रमुखपणे विनिमय किंवा कायदेशीर निविदेच्या रूपात केला जातो
4028,714697,D2,Banking,15.0,"चेक कोनले आणि कोणती तारीख ले दिना , त्यानी सोबत चेकना नंबर यास्नी नोंद करा",चेक कोणती तारीख दिली आहे आणि त्यासोबत चेक नंबर यामध्ये नोंद करा
4029,723046,D4,Agriculture,14.5,शेतीले पुरक जोडधंदा शेळीपालन करायचा राह्यल्यास कोनच्या योजनेतून होईन ?,शेतीचे पुरक जोडधंदा आणि शेळीपालन करायचे असल्यास कोणत्या योजनेतून होईल?
4030,706477,D1,Banking,15.0,प्रीमियम ह्यो विमाधारकान त्याच्या जोखमीकरता वेळोवेळी दिलेली रक्कम असा,प्रीमियम हा विमाधारका त्याच्या जोखमीकरिता वेळोवेळी दिलेली रक्कम आहे
4031,716295,D2,Agriculture,15.0,हवामानाचा अंदाज हवामान खात्याकडून लावला जातो,हवामानाचा अंदाज हवामान खात्याकडून लावला जातो
4032,723208,D4,Agriculture,14.5,जास्त पाऊस असला त शेतीमंदी काय उपाययोजना करा लागन ?,जास्त पाऊस असला तर शेतीमंदीसाठी काय उपाययोजना कराव्या लागतील?
4033,710751,D1,Banking,15.0,तुमका ठाऊक हा पी.एम.जे.जे.बी.वाय अठरा ते पन्नास वर्षाच्या व्यक्तीं साठी असा,तुम्हाला माहीत आहे की हे पीएमजेजेबीवाय अठरा ते पन्नास वर्षांच्या व्यक्तींसाठी आहे.
