id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
12001,710754,D1,Agriculture,9.5,तुमका माहित हा फ्लॅक्ससीडमध्ये भरपूर फायबर असता,तुमचे माहीत आहे की फ्लॅक्ससीडमध्ये भरपूर फायबर असते
12002,712595,D2,Banking,9.5,आधुनिक कायमा यवहारनं माध्यम पैसा शे,आधुनिक वागणे माध्यम पैसा आहे
12003,723360,D4,Agriculture,9.0,मक्याचं कोनचं यंत्र वापरा लागन ?,मक्याचे कोणते यंत्र वापरावे लागेल?
12004,708023,D1,Agriculture,9.5,विनोव्हरचो वापर ह्यो वाऱ्याच्या येगावर अवलंबान असता,विनोव्हरचा वापर वाऱ्याच्या येगावर अवलंबून असतो.
12005,715241,D2,Agriculture,9.5,हवामान भौगोलिक स्थितीवर अवलंबून असते,हवामान भौगोलिक स्थितीवर अवलंबून असते
12006,723499,D4,Agriculture,9.0,ऊसाची लागवड कोनच्या हंगामात केली जाते ?,ऊसाची लागवड कोणत्या हंगामात केली जाते?
12007,712159,D1,Banking,9.5,गोल्ड बॉण्ड सारखे आणखी खयले पैशे साठवूचे गोष्टी हत काय ?,गोल्ड बॉण्डसारखे आणखी खयले पैसे साठवण्याची गोष्टी काय आहेत?
12008,712953,D2,Agriculture,9.5,मार्श गॅसमझार लिक्वीड बायो इंधन भेटस,मार्श गॅसमझार लिक्विड बायो इंधन उपलब्ध आहे
12009,724151,D4,Banking,9.0,के.वाय.सी करासाठी मले ऑनलाईन फारम भरता येईन का ?,केवायसीसाठी मला ऑनलाईन फॉर्म भरता येईल का?
12010,711871,D1,Banking,9.5,माका कमीत कमी कितक्या टक्क्यान व्याज मेलतला ?,मला कमीत कमी किती टप्प्यांत व्याज मिळाले?
12011,716823,D2,Banking,9.5,गुंतवणूक बँकिंग सुरु करण्याचे नियम देशानुसार बदलतात,गुंतवणूक बँकिंग सुरू करण्याचे नियम देशानुसार बदलतात
12012,723674,D4,Banking,9.0,शाळा शिकासाठी कर्ज हाय का ?,शाळा शिकण्यासाठी कर्ज आहे का?
12013,710514,D1,Agriculture,9.5,अमूल ना राजू गुजरातेतसुन आपल्या कामकाजाक सुरवात केली,अमूलने राजू गुजरातीत आपल्या कामाची सुरुवात केली
12014,713760,D2,Agriculture,9.5,"काही देशमा , बोर ना ज्यूस करिसन त्याना चहा म्हणीसन पितसं","काही देशांमध्ये, रस बनवल्यावर त्यांना चहा पितात."
12015,723589,D4,Banking,9.0,तुरंत पैसे पाठवाचे असन तर कोनच्या परकारे पाठोता येईन ?,त्वरित पैसे पाठवले तर कोणत्या मार्गाने मिळतील?
12016,708507,D1,Agriculture,9.5,वासरू वायच मोठा झाला काय मगे घरातलीच गाय नायतर बैल तयार जाता,वासरू वायच मोठा झाला काय मागे घरातलीच गाय आणि बैल तयार होत आहेत
12017,713872,D2,Banking,9.5,बँकाना खातामा नंबर हावू भेटले वालासना वयख,बँकाचा खाते क्रमांक कसा भेटला वालासना वयख
12018,723854,D4,Banking,9.0,नव्या ए.टी.एम पीन साठी मले का करा लागन ?,नव्या एटीएम पिनसाठी मला का करावे लागेल?
12019,710466,D1,Agriculture,9.5,सफेद हरभऱ्याचो वापर बटाटो छोलेच्या भाजीत पण केलो जाता,सफेद हरभऱ्याचा वापर बटाट्याच्या छोलेच्या भाजीत पण केला जातो.
12020,713005,D2,Agriculture,9.5,लाकूडना अर्थव्यवस्थाले वानिकी अर्थव्यवस्थाबी म्हणतस,लाकूड आणि अर्थव्यवस्था वानिकीची व्यवस्था करते
12021,724135,D4,Banking,9.0,मले चार एकर वावरावर कितीक कृषी कर्ज भेटन ?,मला चार एकर वावरावर किती कृषी कर्ज मिळेल?
12022,709718,D1,Agriculture,9.5,सेंद्रिय खत पर्यावरणासाठी पण फायदेशीर असता,सेंद्रिय खत पर्यावरणासाठी पण फायदेशीर असते.
12023,716522,D2,Agriculture,9.5,कीटक व्यवस्थापन सेवा ही पर्यावरणीय आरोग्य सेवेचा एक भाग आहे,कीटक व्यवस्थापन सेवा ही पर्यावरणीय आरोग्य सेवेचा एक भाग आहे
12024,724146,D4,Banking,9.0,मले माय कर्ज हर मईन्याप्रमाणं वापिस करता येईन का ?,मला माझे कर्ज प्रमाणानुसार वापरता येईल का?
12025,709215,D1,Agriculture,9.5,काळ्या चण्यांची उत्पत्ती दक्षिण आशियात झली हुती,काळ्या चण्यांची उत्पत्ती दक्षिण आशियात आहे
12026,714589,D2,Agriculture,9.5,उक्तीबटाईखाल देयेल शेतीमुये एखांदाना संसार चालस,उक्तीबटाईखाल देयेल शेतीमुये एखांदाना संसार चालेल
12027,724248,D4,Banking,9.0,बिमा पुरा भरून झाल्यावर त्याचा दावा कसा कराचा ?,विमा फॉर्म भरून झाल्यावर त्याचा दावा कसा करायचा?
12028,706629,D1,Banking,9.5,ज्या उत्पन्नावर कर आकारला जाता त्यो खर्चाचा निव्वळ असता,ज्या उत्पन्नावर कर आकारला जातो तो खर्चाचा निव्वळ असतो
12029,715171,D2,Agriculture,9.5,लोकांनी लोकर देणारी जनावरे पाळायला सुरवात केली,लोकांनी दूध देणारी जनावरे पाळायला सुरुवात केली
12030,722948,D4,Agriculture,9.0,संत्रा फळाचा सार वाढवायले कोन्या खताचा वापर करू ?,संत्र्याच्या फळाचा सार वाढवण्यासाठी कोणत्या खात्याचा वापर करू?
12031,708568,D1,Banking,9.5,सोहमान माल न पोचवच्या कारणान संस्थेचो चेक अडवलो,सोहमान माल न पोहोचवल्यामुळे संस्थेचा चेक अडवला
12032,717655,D2,Agriculture,9.5,एका एकरातील मिरचीसाठी हेक्टरी एक हजार नऊशे एकोणवीस खत वापरावे,एका एकरातील मिरचीसाठी हेक्टरी एक हजार नऊशे एकवीस खत वापरावे
12033,721980,D4,Agriculture,9.0,पाण्याचे शोषण औद्योगिकीकरण आणि शहरीकरणामुळे होते,पाण्याचे शोषण औद्योगिकीकरण आणि शहरीकरणामुळे होते
12034,709254,D1,Banking,9.5,स्पॉट मार्केट एक सार्वजनिक वित्तिय बाजार हा,स्पॉट मार्केट एक सार्वजनिक आर्थिक बाजार आहे
12035,717675,D2,Agriculture,9.5,मोसंबी किंवा डाळिंबाची विक्री कशी करावी ?,मोसंबी किंवा डाळिंबाची विक्री कशी करावी?
12036,721438,D4,Banking,9.0,काही वैयक्तिक कर्ज आपल्याला तारण न घेता देखील आढळून शकते,काही वैयक्तिक कर्ज आपल्याला तारण न घेता देखील आढळून शकते
12037,709910,D1,Agriculture,9.5,तण टाळ्याण्यासाठी अनेक प्रकारची औषधा येतत,तण टाळ्यासाठी अनेक प्रकारची औषधे येत आहेत
12038,718382,D2,Banking,9.5,ऑनलाईन बचत खात्यासाठी कोणती कागदपत्रे लागतात ?,ऑनलाईन बचत खात्यासाठी कोणती कागदपत्रे लागतात?
12039,722289,D4,Banking,9.0,व्यापार अडथळा व्यवसायाचा मुख्य उद्देश नफा मिळवणे आहे,व्यापार अडथळ्याचा व्यवसायाचा मुख्य उद्देश नफा मिळवणे आहे
12040,706592,D1,Banking,9.5,बँक दरोडा ह्या बँकेतसून पैसो चोरण्याचो प्रकार असा,बँक दरोडा ह्या बँकेतून पैसे चोरण्याचा प्रकार असा
12041,714214,D2,Agriculture,9.5,दूध उत्पादन सातवा शतकना पैलेपासून चालू शे,दूध उत्पादन सातवा शतक depuis चालू आहे.
12042,720729,D4,Banking,9.0,सुरेंद्रने क्रेडिटचा सल्ला घेऊन आपले कर्ज फेडले,सुरेंद्रने क्रेडिटचा सल्ला घेऊन आपले कर्ज फेडले
12043,708046,D1,Banking,9.5,शेअर मार्केट मध्ये गुंतवणूक करणा चांगला आसा,शेअर बाजारात गुंतवणूक करणे चांगले आहे
12044,715189,D2,Banking,9.5,व्यापारावरील निर्बंध सहसा सरकारद्वारे लादले जातात,व्यापारावरील निर्बंध सहसा सरकारद्वारे लादले जातात
12045,721937,D4,Agriculture,9.0,लवंग चिकणमाती आणि लाल मातीत चांगली वाढतात,लवंग चिकणमाती आणि लाल मातीत चांगली वाढतात
12046,708552,D1,Agriculture,9.5,साठलल्या पाण्यातसून सुध्दा माशे पकडुक येतत,साठल्या पाण्यातून सुद्धा मासे पकडता येतात
12047,713426,D2,Banking,9.5,लेखणी भाषांतर करताना कोण कोणत्या गोष्टीसनी मदत लिनी,भाषांतर करताना कोण कोणत्या गोष्टींची मदत करते?
12048,719524,D4,Banking,9.0,लीव्हरेज फायदा गुणाकार करण्यास सक्षम करते,लीव्हरेज फायदा गुणाकार करण्यास सक्षम करते
12049,708080,D1,Agriculture,9.5,"सदो सांगा होतो , लेटेक्स जमा करून कोरडे रबर बनवतत",सदो सांगा होतो लेटेक्स जमा करून कोरडे रबर बनवत आहेत
12050,712866,D2,Banking,9.5,यंदाना वरीसले कपाशीनं पीक चांगलं येवानी आशा शे,या वर्षी कापसाचे पीक चांगले येईल अशी आशा आहे.
12051,720674,D4,Banking,9.0,भारताच्या अर्थ व्यवस्थेत शेतीचे मोठे योगदान आहे,भारताच्या अर्थव्यवस्थेत शेतीचे मोठे योगदान आहे
12052,710081,D1,Banking,9.5,व्याज दरानुसार बघितला तर व्यक्तिगत खाता कशा प्रकारचा हा ?,व्याज दरावरून पाहिल्यास व्यक्तिगत खाते कशा प्रकारचे आहे?
12053,712610,D2,Banking,9.5,सीड मनी हायी गूंतवणूकशी संबंधित वाक्य शे,सीड मनी गुंतवणूकशी संबंधित वाक्य आहे
12054,721679,D4,Banking,9.0,फ़ोन पे ही एक भारतीय डिजिटल पेमेंट आणि फिनटेक कंपनी आहे,हे एक भारतीय डिजिटल पेमेंट आणि फिनटेक कंपनी आहे
12055,710333,D1,Agriculture,9.5,फुलांच्या रोगाचो माणसावर पण परिणाम होता,फुलांच्या रोगाचा माणसावर पण परिणाम होता
12056,716700,D2,Agriculture,9.5,द्राक्षबाग लागवडीसाठी तापमान आणि सूर्यप्रकाश आवश्यक आहे,द्राक्षबाग लागवडीसाठी तापमान आणि सूर्यप्रकाश आवश्यक आहे
12057,721969,D4,Agriculture,9.0,कमी पाऊस पडणाऱ्या भागात कोरडवाहू शेती केली जाते,कमी पाऊस पडणाऱ्या भागात कोरडवाहू शेती केली जाते
12058,707070,D1,Banking,9.5,संयुक्त खाता साधारणपणान जवळचा नातेवाईकांकडसून उघडली जातत,संयुक्त खाते साधारणपणे जवळच्या नातेवाईकांकडून उघडले जात आहे
12059,718283,D2,Banking,9.5,टी.वी बिल भरण्यासाठी ऑनलाईन सुविधा आहे का ?,टीव्ही बिल भरण्यासाठी ऑनलाईन सुविधा आहे का?
12060,720006,D4,Agriculture,9.0,"घारीअल ही मगरीची एकमेव प्रजाती आहे , तिची चोच लांब असते","घारीअल ही मगरीची एकमेव प्रजाती आहे, तिची चोच लांब असते."
12061,706978,D1,Banking,9.5,किंमत ह्या देय किंवा भरपाईचा मात्रा असता,किंमत देय किंवा भरपाईची मात्रा असते
12062,718340,D2,Banking,9.5,"माझे ए.टी.एम कार्ड हरवले आहे , मला मदत करु शकाल का ?","माझे एटीएम कार्ड हरवले आहे, मला मदत करू शकाल का?"
12063,722816,D4,Agriculture,9.0,कोकून रेशीम धाग्यापासून बनवला जातो,कोकून रेशीम धाग्यापासून बनवला जातो
12064,708377,D1,Banking,9.5,पैशाचो विनिमय दर देशाच्या आर्थिक स्थितीवर अवलंबून आसता,पैशाचे विनिमय दर देशाच्या आर्थिक स्थितीवर अवलंबून असतात.
12065,717739,D2,Agriculture,9.5,शंभर केळीच्या झाडांना किती किलोग्रॅम खत लागेल ?,शंभर केळीच्या झाडांना किती किलोग्रॅम खत लागेल?
12066,724297,D4,Agriculture,9.0,कोनच्या जातीच्या बकरीचे मांस चांगले रायते ?,कोणत्या जातीच्या बकरीचे मांस चांगले असते?
12067,708958,D1,Banking,9.5,मुख्य सहकार्याकडना सहकार्याक उधार देना जोखमेचा काम हा,मुख्य सहकार्याकडना सहकार्याक उधार देण्याचा धोका हा काम आहे
12068,718061,D2,Banking,9.5,मी अटल बिहारी वाजपेयी योजनेचा लाभ कसा घेऊ शकते ?,मी अटल बिहारी वाजपेयी योजनेचा लाभ कसा घेऊ शकते?
12069,723160,D4,Agriculture,9.0,कांद्याचं रोप कोनच्या मइन्यात लावाले पायजे ?,बटाट्याचे रोप कोणत्या भांड्यात लावायचे आहे का?
12070,712525,D1,Agriculture,9.5,सेंद्रिय शेतीमध्ये भारताचो पहिलो क्रमांक आसा,सेंद्रिय शेतीमध्ये भारताचा पहिला क्रमांक आहे.
12071,712940,D2,Agriculture,9.5,फूलपाकोई दुसरा जीवस करता हैबीटेट तयार करस,"फुलपाखरा दुसरा जीव जगत आहेत, ते अधिवास तयार करा."
12072,723496,D4,Agriculture,9.0,रब्बी अस खरीप हंगामात कोनचे पिकं घेता येईन ?,रब्बी अस खरीप हंगामात कोणते पीक घेता येईल?
12073,710037,D1,Agriculture,9.5,मी भारतातील प्रत्येक प्रकारच्या कॉफयेचो आस्वाद घेतल असय,मी भारतातील प्रत्येक प्रकारच्या कॉफीचा आस्वाद घेतला आहे.
12074,715815,D2,Banking,9.5,फंड ट्रान्सफर करण्यासाठी किती वेळ लागतो ?,फंड ट्रान्सफर करण्यासाठी किती वेळ लागतो?
12075,723195,D4,Agriculture,9.0,तन काढल्यानंतर कोनची फवारणी करा लागन ?,तन काढल्यानंतर कोणत्याची फवारणी करायला लागते?
12076,709236,D1,Banking,9.5,डीजीटल इंडीया एक जुलै दोन हजार पंधराक सुरू झाला होता,डिजिटल इंडिया एक जुलै दोन हजार पंधरवडा सुरू झाला होता
12077,717197,D2,Agriculture,9.5,ऑगस्ट आणि ऑक्टोबरमध्ये गांज्याची काढणी केली जाते,ऑगस्ट आणि ऑक्टोबरमध्ये धान्याची काढणी केली जाते
12078,723709,D4,Banking,9.0,मले आरोग्य बिम्यासाठी अर्ज करता येईन का ?,मला आरोग्य बिम्यासाठी अर्ज करता येईल का?
12079,710679,D1,Banking,9.5,चलनवाढीच्या काळात बँक अर्थ व्यवस्थेत चलनविषयक धोरण आणतत,चलनवाढीच्या काळात बँक अर्थव्यवस्थेत चलनविषयक धोरण आणत होती.
12080,714499,D2,Banking,9.5,शेतकरीले डिजीटल खातं उघाडानी करता पॅनकार्ड लागी का ?,शेतकऱ्यांनी डिजिटल खाते उघडण्यासाठी पॅनकार्ड लागते का?
12081,724025,D4,Banking,9.0,मले फोनचा ऑनलाईन रिचार्ज कसा करा लागन ?,मला फोनचा ऑनलाईन रिचार्ज कसा करायला लागेल?
12082,706496,D1,Banking,9.5,भांडवली बाजार दीर्घकालीन रोखा व्यवहार करतत,भांडवली बाजार दीर्घकालीन रोखा व्यवहार करत आहे
12083,714628,D2,Banking,9.5,करजंना हाफ्ता येयवर भरा ते बँक कोणताच दंड आकारत नै,कर्जावर हाफ्ता भरताना बँक कोणताही दंड आकारते.
12084,724227,D4,Banking,9.0,के.वाय.सी साठी कोंते कागद लागन ?,के.वाय.सी साठी कागद लागतील का?
12085,709841,D1,Agriculture,9.5,काश्मिरी धाग्याचे प्रकार ऑनलाइन पण बघूक मिळतत,काश्मिरी धाग्यांचे प्रकार ऑनलाइन पण माहिती मिळत आहे
12086,713430,D2,Banking,9.5,एक्सचेज ट्रेडेड डेरीवेटीव्स मा लबाडसनी वस्तूकासन आदला बदल करतस,एक्सचेज ट्रेडेड डेरिव्हेटिव्ह्जमुळे मला लाबाड आणि वस्तूकासन बदल करावे लागत आहे.
12087,722982,D4,Agriculture,9.0,रेपसीडले रब्बी हंगामामंदीच काऊन पेरतात ?,रेपसीडले रब्बी हंगामामंदीच कोण पेरतात?
12088,707946,D1,Agriculture,9.5,"म्या वाचलंय की , सीताफळात पोटॅशियम बऱ्या प्रमाणात आसता",मी वाचले की सीताफळात पोटॅशियम बऱ्या प्रमाणात असते
12089,712981,D2,Agriculture,9.5,"दक्षिण भारतामझार पिक कापणीना वखत पोंगल , उगादि आणि आओणमना सण साजरा करतस","दक्षिण भारतात पिक कापणीच्या वेळी पोंगल, उगादि आणि आणोणमना सण साजरे केले जातात."
