id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
6001,707768,D1,Banking,13.5,"प्रीतम , तुझ्याकडे माझा बँक खाता नंबर नाही हाय काय ?","प्रीतम, तुझ्याकडे माझा बँक खाते क्रमांक नाही का?"
6002,713258,D2,Banking,13.4,यात्रा ईमा घरगुती यात्रा कराना टाईमले अप्रत्यक्ष नुकसानले कवर करस,प्रवासासाठी घरगुती प्रवास केल्याने वेळेनुसार अप्रत्यक्ष नुकसान कव्हर होते.
6003,723423,D4,Agriculture,13.0,संत्र्याचा बगीचा लावायचा रायल्यास कोनची जमीन योग्य राहीन ?,संत्र्याचा बगीचा लावला तर कोणाची जमीन योग्य राहील?
6004,709956,D1,Banking,13.5,पेन्शन आयुष्याच्या शेवटी पैशे वेगळे ठेवण्यासाठी एक कर कुशल पद्धत हा,पेन्शन आयुष्याच्या शेवटी पैसे वेगळे ठेवण्यासाठी एक कुशल पद्धत आहे.
6005,717772,D2,Agriculture,13.4,"उन्हाळी बाजरीसोबत , उन्हाळी ज्वारीचे पीक घेता येते का ?",उन्हाळी बाजरीसोबत उन्हाळी ज्वारीचे पीक घेता येते का?
6006,723821,D4,Banking,13.0,मले बँकेमंधून कर्ज घ्यासाठी फारम कसा भरा लागन ?,मला बँकेमधून कर्ज घेण्यासाठी काय फॉर्म भरायला लागेल?
6007,709825,D1,Banking,13.5,कंपनी मधल्या कर्मचाऱ्यांच्या मजुरीची भरपाई करण्याची प्रक्रिया पॅरोल आसा,कंपनीतील कर्मचाऱ्यांच्या मजुरीची भरपाई करण्याची प्रक्रिया पॅरोल आहे.
6008,717263,D2,Agriculture,13.4,बदामाच्या झाडाला कोणता कलम केल्यावर झाडाला चांगले फळ येईल ?,बदामाच्या झाडाला कोणते कलम केल्यावर झाडाला चांगले फळ मिळेल?
6009,723660,D4,Banking,13.0,नेट बँकिंगनं मले माह्या खाल्ल पैसा कितीक उरला थे पायता यीन काय ?,नेट बँकिंगमुळे मला किती पैसे शिल्लक राहिले ते काय?
6010,708902,D1,Banking,13.5,वित्तीय विवरण माहिती एक नीट पद्धतीन अशी मांडतत की समजूक सोपा होईत,वित्तीय माहिती एक नीट पद्धतीमध्ये अशी मांडली पाहिजे की समजायला सोपे होईल
