id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
5001,718883,D4,Banking,14.0,वेतनपट ही एक यादी आहे ज्यामध्ये पगाराव्यतिरिक्त इतर अनेक देयकांची नावे दिली जातात,वेतनपट ही एक यादी आहे ज्यामध्ये पगाराव्यतिरिक्त इतर अनेक देयकांची नावे दिली जातात
5002,709663,D1,Banking,14.0,वित्तीय साधनांत गुंतवणूकीसंबधित उपक्रमांची एक पूर्ण शृंखला का वर्णन करुचा असा,वित्तीय साधनांत गुंतवणूकीसंबधित उपक्रमांची एक पूर्ण शृंखला का वर्णन करायचे आहे?
5003,718348,D2,Banking,14.0,अल्प किंवा दीर्घ मुदतीसाठीच्या बचत योजनेची माहिती हवी आहे,अल्प किंवा दीर्घ मुदतीसाठीच्या बचत योजनेची माहिती हवी आहे
5004,722337,D4,Banking,14.0,अनेकदा हे करदाते असे करण्यासाठी त्यांची खरी आर्थिक परिस्थिती लपवतात,अनेकदा ते असे करण्यासाठी त्यांची खरी आर्थिक परिस्थिती लपवतात
5005,709400,D1,Agriculture,14.0,केंद्रान राज्यांका पोल्ट्री बंद करूबाबत पुनर्विचार करुक सांगितलानी,केंद्र आणि राज्यांच्या पोल्ट्री बंद करण्याबाबत पुनर्विचार करून सांगितली.
5006,717804,D2,Agriculture,14.0,"मुग , हरभरा आणि सोयाबीन या पिकासाठी कोणत्या सिंचन पद्धतीचा वापर करावा ?","मुग, हरभरा आणि सोयाबीन या पिकांसाठी कोणत्या सिंचन पद्धतीचा वापर करावा?"
5007,719883,D4,Banking,14.0,एखाद्या गोष्टीची तरलता हीसुद्धा वित्तपुरवठ्याची एक महत्त्वाची संकल्पना आहे,एखाद्या गोष्टीची तरलता हीसुद्धा वित्तपुरवठ्याची एक महत्त्वाची संकल्पना आहे
5008,708339,D1,Agriculture,14.0,नांगरूच्यासाठी शेतीत यंत्र म्हणान ट्रॅक्टरचो वापर केलो जाता,नांगरूसाठी शेतीत यंत्र म्हणून ट्रॅक्टर वापरला जातो
5009,718643,D2,Banking,14.0,बँकेत सेविंग खाते उघडण्यासाठी के.वाय.सी पुरावा म्हणून लागते का ?,बँकेत बचत खाते उघडण्यासाठी के.वाय.सी पुरावा म्हणून लागते का?
5010,722292,D4,Banking,14.0,राष्ट्रीय इलेक्ट्रॉनिक फंड हस्तांतरणातून पैसे पाठविणे आता सोपे झाले आहे,राष्ट्रीय इलेक्ट्रॉनिक फंड हस्तांतरणातून पैसे पाठविणे आता सोपे झाले आहे
5011,709177,D1,Agriculture,14.0,किटकनाशकांका संध्याकाळच्या आधी फवार आणि फुलांच्या झाडांवर फवारू नुको,कीटकनाशके संध्याकाळच्या आधी आणि फुलांच्या झाडांवर फवारणे.
5012,714735,D2,Agriculture,14.0,तम्बाखु उद्योग मा तंबाखुना वास कशा टिकाडता ई यानी कायजी लेन्ही पडस,तंबाखू उद्योगात तंबाखूचा वास कशा प्रकारे टिकतो आहे म्हणजे काय घेतले पडले
5013,722583,D4,Agriculture,14.0,कीटकनाशकाची फवारणी यंत्राद्वारे किंवा विमानाने केली जाते,कीटकनाशकाची फवारणी यंत्राद्वारे किंवा विमानाने केली जाते
5014,710793,D1,Banking,14.0,पर्यावरणासाठी काम करणाऱ्यांका काही कंपने अनुदान देतत,काही कंपने पर्यावरणसाठी काम करणाऱ्यांना अनुदान देत आहेत
5015,713210,D2,Banking,14.0,पैसा पत भौतिक संपत्ती निर्माण करा ना करता मुक्त बाजारपेठ गरजनी शे,"पैशाने भौतिक संपत्ती निर्माण करा, मुक्त बाजारपेठ गरज नाही."
5016,721727,D4,Banking,14.0,प्राचीन काळी रेशीम मार्ग व्यापारासाठी सोपा होता,प्राचीन काळी रेशीम मार्ग व्यापारासाठी सोपा होता
5017,711009,D1,Banking,14.0,वित्तीय बाजार कमी खर्चावर आर्थिक सिक्युरिटीज आणि डेरिव्हेटिवजचो व्यापार करता,वित्तीय बाजार कमी खर्चावर आर्थिक सिक्युरिटीज आणि डेरिव्हेटिव्हचा व्यापार करता
5018,715769,D2,Agriculture,14.0,पूर्ण हंगाम मध्ये क्लब त्यांचं बियाण्यापासून रोपण कायम ठेवणार आहे,पूर्ण हंगामात क्लब त्यांच्या बियाण्यापासून रोपण कायम ठेवणार आहे.
5019,721843,D4,Banking,14.0,न्यूयॉर्क शहर आणि लंडन ही गुंतवणूक बँकिंग सेवांची सर्वात मोठी केंद्रे आहेत,न्यूयॉर्क शहर आणि लंडन ही गुंतवणूक बँकिंग सेवांची सर्वात मोठी केंद्रे आहेत
5020,708321,D1,Banking,14.0,तुमी पयल्यांदाच बेंकेत खाता उगडश्यात तर तुमका यु.पी.आय पिन सेट करुक सांगितलो जातलो,तुम्ही पयल्यांदाच बेंकेत खात असाल आणि उगडश्यात तर तुमचे यु.पी.आय पिन सेट करायला सांगितले गेले आहे.
5021,713252,D2,Banking,14.0,मानूस परिवारना खर्च कराना टाईमले विविध आर्थिक जोखिम डोयासमोर ठेवस,माणसाचे कुटुंब वेळानुसार विविध आर्थिक धोके डोळ्यासमोर ठेवणे आवश्यक आहे.
5022,720351,D4,Agriculture,14.0,मानवी क्रियाकलाप पूर आणि बुशफायर सारख्या घटनांवर अप्रत्यक्षपणे परिणाम करू शकतात,मानवी क्रियाकलाप पूर आणि बुशफायर सारख्या घटनांवर अप्रत्यक्षपणे परिणाम करू शकतात
5023,711381,D1,Agriculture,14.0,भाताच्या रोपांची कितके दिसांनी लावणी केली जाता ?,भाताच्या रोपांची लावणी किती दिवसांनी केली जाते?
5024,716870,D2,Agriculture,14.0,बियांच्या उगवणामुळे त्याच्या आतून बाहेर पडणाऱ्या नवीन रोपाला अंकुर म्हणतात,बियांच्या उगवणामुळे त्याच्या आतून बाहेर पडणाऱ्या नवीन रोपाला अंकुर म्हणतात
5025,720870,D4,Agriculture,14.0,भीमाने कपटाने त्याच्या मांडीवर गदा मारून त्याचा वध केला,भीमाने कपटाने त्याच्या मांडीवर गदा मारून त्याचा वध केला
5026,712543,D1,Agriculture,14.0,मातीएचा पोत वनस्पतींएच्या वाढीवर कश्या प्रकारे परिणाम करता ?,मातीचा पोत वनस्पतींच्या वाढीवर कशा प्रकारे परिणाम करतो?
5027,716083,D2,Agriculture,14.0,रॉक वूल चा उपयोग हायड्रोपोनिक्स मध्ये सब्सट्रेट च्या रूपात केला जातो,रॉक वूलचा उपयोग हायड्रोपोनिक्समध्ये सब्सट्रेटच्या रूपात केला जातो.
5028,721229,D4,Banking,14.0,आपला ग्राहक जाणून घेण्यासाठी के.वाय.सी चे आवश्यक कागदपत्रे आहेत आधार कार्ड,आपला ग्राहक जाणून घेण्यासाठी के.वाय.सी चे आवश्यक कागदपत्रे आधार कार्ड आहेत
5029,712293,D1,Banking,14.0,कर्ज जास्तीत जास्त कितक्या मेळाक शकता ?,कर्ज जास्तीत जास्त किती मिळू शकते?
5030,716043,D2,Banking,14.0,"यु.पी.आय ॲप्लिकेशनचा अर्थ म्हणजे , कॅनरा बँके च युनिफाईड पेमेंट इंटरफेस ॲप्लीकेशन असा आहे",युपीआय ॲप्लिकेशनचा अर्थ म्हणजे कॅनरा बँकेचे युनिफाइड पेमेंट इंटरफेस ॲप्लिकेशन आहे
5031,719136,D4,Agriculture,14.0,एका गृहीतकानुसार बांबूच्या फुलांची लागवड मोठ्या प्रमाणावर केली जाते,एका गृहीतकानुसार बांबूच्या फुलांची लागवड मोठ्या प्रमाणावर केली जाते
5032,712033,D1,Banking,14.0,पर्यायी किंवा नॉन बँकिंग वित्तीय सेवा कडसून कर्ज घेऊच्या खाती काय करुक होया ?,पर्यायी किंवा नॉन बँकिंग वित्तीय सेवा कडून कर्ज घेण्याच्या खात्या काय कराव्यात?
5033,716872,D2,Banking,14.0,वैयक्तिक वित्त हा व्यक्तीच्या स्वतःच्या समज आणि जोखमीच्या क्षमतेवर प्रभाव टाकतो,वैयक्तिक वित्त हा व्यक्तीच्या स्वतःच्या समज आणि जोखमीच्या क्षमतेवर प्रभाव टाकतो
5034,722644,D4,Banking,14.0,ग्रामीण भागातील अर्थ व्यवस्थेत सहकारी बँका महत्त्वाची भूमिका बजावताना दिसतात,ग्रामीण भागातील अर्थव्यवस्थेत सहकारी बँका महत्त्वाची भूमिका बजावतात.
5035,709308,D1,Banking,14.0,गुंतवलेल्या पैशावरचो फायदो मेजूक कवितान परताव्याचा अंतर्गत दराचो उपयोग केल्यान,गुंतवलेल्या पैशावरील फायदो मेजूक कवितान परताव्याचा अंतर्गत दर वापरून केल्यान
5036,716565,D2,Banking,14.0,आर्थिक व्यवस्थेवरील टीका लेखकाच्या स्वतःच्या बाजूने निश्चित केली जाते,आर्थिक व्यवस्थेवरील टीका लेखकाच्या स्वतःच्या बाजूने निश्चित केली जाते
5037,720937,D4,Agriculture,14.0,"पाश्चरच्या मते , किण्वित द्रवपदार्थांच्या रोगांसाठी जिवाणू जबाबदार असतात",पाश्चरच्या मते किण्वित द्रवपदार्थांच्या रोगांसाठी जिवाणू जबाबदार असतात
5038,709688,D1,Banking,14.0,सगळ्या सरकारी आणि खासगी बॅन्का छोट्या व्यापारांका आरामात उधार देतत,सर्व सरकारी आणि खासगी बँका छोट्या व्यापारांना आरामात उधार देत आहेत
5039,716353,D2,Banking,14.0,कम्युनिटी बँक ही एक डिपॉझिटरी संस्था आहे जी सहसा स्थानिक पातळीवर चालविली जाते,कम्युनिटी बँक ही एक डिपॉझिटरी संस्था आहे जी सहसा स्थानिक पातळीवर चालविली जाते
5040,721849,D4,Banking,14.0,भारतातील काही शहरांमध्ये म्युनिसिपल बॉण्ड्समधून करोडो जमा करण्याची क्षमता आहे,भारतातील काही शहरांमध्ये म्युनिसिपल बॉण्ड्समधून करोडो जमा करण्याची क्षमता आहे
5041,708601,D1,Banking,14.0,ई कोमर्समध्ये वस्तूंचे इलेक्ट्रॉनिक रुपात खरेदी किंवा विक्रीचे व्यवहार असत,ई-कॉमर्समध्ये वस्तूंचे इलेक्ट्रॉनिक स्वरूपात खरेदी किंवा विक्रीचे व्यवहार होते.
5042,718369,D2,Banking,14.0,यू.पी.आय द्वारे व्यक्ती किंवा व्यवसायांसाठी पेमेंट करण्याच्या पद्धती,यू.पी.आय द्वारे व्यक्ती किंवा व्यवसायांसाठी पेमेंट करण्याच्या पद्धती
5043,720532,D4,Agriculture,14.0,कच्च्या केळीला पिकलेल्या केळीपेक्षा अधिक पोस्टिक मानले जाते,कच्च्या केळीला पिकलेल्या केळीपेक्षा अधिक मानले जाते
5044,708273,D1,Banking,14.0,खेळत्या भांडवलाचो उपयोग कंपन्ये आपलो व्यवसाय चलवच्यासाठी करतत,खेळत्या भांडवलाचा उपयोग कंपनये आपलं व्यवसाय चालवण्याच्यासाठी करत आहेत
5045,718448,D2,Banking,14.0,मला माझ्या मजुरांच्या खात्यात ऑनलाइन पैसे जमा करता येतील का ?,मला माझ्या मजुरांच्या खात्यात ऑनलाइन पैसे जमा करता येतील का?
