id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
1,725007,D1,Agriculture,35.5,सरकारान गव्हासाठी दिलेल्या किमान आधारभूत किंमती मुळे गव्हाचा उत्पादन जास्त घेण्यासाठी शेतकऱ्यांची पसंती असता,सरकारने गव्हासाठी दिलेल्या किमान आधारभूत किंमतीमुळे गव्हाचे उत्पादन जास्त घेण्यासाठी शेतकऱ्यांची पसंती असते.
2,714055,D2,Agriculture,40.0,देशना पुरा मासामारी उत्पादनपैकी सुमारे साठ एकर उत्पादन देशमझारला मासामारीमाथून येस,देशांत पूर्ण मासामारी उत्पादनपैकी सुमारे साठ एकर उत्पादन देशमझारला मासामारीमधून येते
3,724412,D4,Agriculture,29.5,मोड आलेल्या गव्हापासून बनवलेल्या अन्नपदार्थांमध्ये गव्हासारखेच पोषणमूल्य देण्यासाठीही याचा अधिक वापर केला जातो,नुकत्याच आलेल्या गव्हापासून बनवलेल्या अन्नपदार्थांमध्ये गव्हासारखेच पोषणमूल्य देण्यासाठीही याचा अधिक वापर केला जातो.
4,712275,D1,Banking,33.31,"क्रेडिट कार्ड वरसून जास्तीत जास्त कितक्या कर्ज गावता , आणि डेबिट कार्ड वरसून जास्तीत जास्त कितके पैसे काढुक शकतू आम्ही ?","क्रेडिट कार्डवरून जास्तीत जास्त किती कर्ज मिळते, आणि डेबिट कार्डवरून जास्तीत जास्त किती पैसे काढू शकतो आम्ही?"
5,712936,D2,Agriculture,32.429,सघन शेती आणि जास्तीनी जमीन यानामान सधन शेतीले जास्तिनी मेहनत आणि जास्तीना पैसा लागस,सघन शेती आणि जास्त जमीन यातून अधिक मेहनत आणि पैसा लागतो
6,724441,D4,Agriculture,28.5,कमी कचरा निर्माण करणारी आणि कचऱ्याच्या जास्तीत जास्त पुनर्वापराला प्रोत्साहन देणारी उत्पादन पद्धत विकसित करा,कमी कचरा निर्माण करणारी आणि कचऱ्याच्या जास्तीत जास्त पुनर्वापराला प्रोत्साहन देणारी उत्पादन पद्धत विकसित करा
7,724970,D1,Agriculture,32.0,ब्लास्ट फिशिंग ह्या जवळपास उपलब्ध जाणाऱ्या सामानापासून बनलल्या डायना माईट पासून सहज आणि स्वस्तात केली जाता,ब्लास्ट फिशिंग जवळपास उपलब्ध असलेल्या सामानापासून डायना मीटपासून सहज आणि स्वस्तात केले जाते.
8,724777,D2,Agriculture,31.5,भारतात मत्स्य व्यावसायिक क्षेत्राचा विकास छोट्या मासेमारांना तंत्रज्ञानाने प्रबळ करण्यासाठी निर्भर करत,भारतात मत्स्य व्यावसायिक क्षेत्राचा विकास छोट्या मासेमारांना तंत्रज्ञानाने प्रबळ करण्यासाठी अवलंबून आहे
9,724336,D4,Banking,27.818,मले शिकायले कर्ज घ्याच असन तर कुठ अर्ज करा लागन त्याची मायती मले कुठी भेटन त्यासाठी ऑनलाईन अर्ज करा लागन का ?,"मला शिक्षणासाठी कर्ज घ्यायचे असेल तर कुठे अर्ज करावा लागेल, त्याची माहिती मला कुठे मिळेल? त्यासाठी ऑनलाईन अर्ज करावा लागेल का?"
10,724991,D1,Banking,29.0,बऱ्याचदा काही गुंतवणूकदार जास्तीच्या रिटर्न्सच्या मोहापायी चुकिच्या पॉलिसी मध्ये तुमच्याकडना गुंतवणूक करवतत,बऱ्याचदा काही गुंतवणूकदार जास्त परताव्याच्या मोहपायी तुमच्या पॉलिसीमध्ये तुमचे गुंतवणूक करत आहेत
11,717908,D2,Agriculture,30.941,कोणत्या पिकावर जास्तीत जास्त विम्याची रक्कम मिळू शकते ? पिकासोबत मी माझा विमा काढू शकतो का ?,कोणत्या पिकावर जास्तीत जास्त विम्याची रक्कम मिळू शकते? पिकासोबत मी माझा विमा काढू शकतो का?
12,724522,D4,Banking,27.5,विज्ञान मंत्र्यांनी पात्र शास्त्रज्ञांसाठी संशोधनासाठी निधी उपलब्ध करून देण्यासाठी अनेक योजना सुरू केल्या,विज्ञान मंत्र्यांनी पात्र शास्त्रज्ञांसाठी संशोधनासाठी निधी उपलब्ध करून देण्यासाठी अनेक योजना सुरू केल्या
13,708504,D1,Banking,28.5,वस्तूची म्हायती सांगणाऱ्या लेबलावरून ती वस्तू शाकाहारींसाठी आसा काय मांसाहारींसाठी ता समाजता,वस्तूची माहिती सांगणाऱ्या लेबलावरून ती वस्तू शाकाहारींसाठी आहे की मांसाहारींसाठी समाजता
14,713533,D2,Agriculture,30.933,"दुन्याभरमा गनज लोकेस्ना आहार मासा शेतस , येक मानूस कितला किलो मासा खास व्हयी ?","जगभरात अनेक लोकांचे अन्न मासे असते, एक व्यक्ती किती किलो मासे खात असेल?"
15,723456,D4,Agriculture,26.0,कास्तकारीच्या कामासाठी जास्तीत जास्त किती एच.पी टॅक्टर वापराले पायजे ?,कास्तकारिच्या कामासाठी जास्तीत जास्त किती एच.पी टॅक्टर वापरले?
16,724834,D1,Banking,27.0,मार्क टू मार्केट म्हणजे वर्तमान बाजारभावावर आधारित मालमत्तेच्यो वाजवी मू्ल्य किंवा दायित्वासाठी लेखांकन करणा,मार्क टू मार्केट म्हणजे वर्तमान बाजारभावावर आधारित मालमत्तेचे वाजवी मूल्य किंवा दायित्वासाठी लेखांकन करणे
17,724664,D2,Banking,30.0,माझ्या खात्यात शिल्लक नसेल आणि सहा महिन्यांपासून खात्याचा वापर झाला नसल्यास मिळालेल्या कर्जातून पैसे कपात होतील का ?,माझ्या खात्यात शिल्लक नसेल आणि सहा महिन्यांपासून खात्याचा वापर झाला नसल्यास मिळालेल्या कर्जातून पैसे कपात होतील का?
18,724363,D4,Agriculture,26.0,मैदा गव्हाच्या पिठापासून तयार केला जातो आणि तो जास्त काळ टिकावा म्हणून प्रिझर्व्हेटिव्ह टाकले जातात,मैदा गव्हाच्या पिठापासून तयार केला जातो आणि तो जास्त काळ टिकवण्यासाठी प्रिझर्व्हेटिव्ह टाकले जातात.
19,707560,D1,Banking,26.5,टॅरिफ कर ह्यो राजकीय सीमांच्या माध्यमांपासून मालाच्या हालचालीसाठी आकारण्यात येणारा शुल्क आसा,टॅरिफ हे राजकीय सीमांच्या माध्यमांपासून मालाच्या हालचालीसाठी आकारण्यात येणारा शुल्क आहे.
20,712589,D2,Agriculture,29.75,"मासोई पालन मान , मासा , झिंगा , खेकडा , मोलस्क , जेलीमासा ह्या भी येतेस","मासेपालन, मासे, झिंगा, खेकडा, मोलस्क, जेलीमासा हे देखील येतात."
21,724447,D4,Agriculture,25.941,"कृषी माती विज्ञान मातीमध्ये संशोधन करून मातीच्या भौतिक , रासायनिक , जैविक आणि खनिज संघटनाचा अभ्यास करते","कृषी माती विज्ञान मातीमध्ये संशोधन करून मातीच्या भौतिक, रासायनिक, जैविक आणि खनिज संघटनेचा अभ्यास करते"
22,724988,D1,Banking,26.5,आर्थिक देवाण घेवाण आणि गुंतवणूकीतल्या नुकसानापासना वाचुचा असात तर वित्ताच्या खास गोष्टींची महिती गरजेची असता,आर्थिक देवाणघेवाण आणि गुंतवणुकीतील नफा-तोटा असेल तर वित्ताच्या खास गोष्टींची माहिती गरजेची असते.
23,716504,D2,Agriculture,29.5,सुरुवातीच्या मासेमारीच्या जहाजांमध्ये झाडाच्या सालापासून बनवलेल्या तराफ्यांचा समावेश होता,सुरुवातीच्या मासेमारीच्या जहाजांमध्ये झाडाच्या सालापासून बनवलेल्या तराफ्यांचा समावेश होता
