id,text_id,dialect,domain,distortion_score,dialect_text,standard_text
3001,707181,D1,Banking,16.0,"तुमचो कार्ड हॉटलिस्ट झाल्यावर , बँक तुमचा कार्डच्यो वापरान होणारो कोणतोही व्यवहार ब्लॉक करता",तुमचे कार्ड हॉटलिस्ट झाल्यावर बँक तुमचे कार्ड वापरून कोणताही व्यवहार ब्लॉक करते.
3002,716507,D2,Agriculture,16.0,प्लास्टिकमध्ये गाठी गुंडाळण्यासाठी बेल रॅपर हे एक कृषी साधन आहे,प्लास्टिकमध्ये गाठी गुंडाळण्यासाठी बेल रॅपर हे एक कृषी साधन आहे
3003,719629,D4,Banking,15.889,राष्ट्रीय ग्रामीण आजीविका अभियान ग्रामीण विकास मंत्रालयाने सुरू केले,राष्ट्रीय ग्रामीण आजीविका अभियान ग्रामीण विकास मंत्रालयाने सुरू केले
3004,707956,D1,Banking,16.0,"युनायटेड बँक ऑफ इंडिया ही पंजाब नॅशनल बँकेच्या उपकंपन्यांपैकी एक आसा , असा संदीप सांगा होतो","युनायटेड बँक ऑफ इंडिया पंजाब नॅशनल बँकेच्या उपकंपन्यांपैकी एक आहे, असा संदीप सांगतो."
3005,713555,D2,Banking,16.0,पायेल जनावरेस्नी भी माणसेस्ना गत ईमा पालिसी काढता येस,पायेल जनावरेंनी भी माणसांनी गत ईमा पॉलिसी काढता येस
3006,724278,D4,Agriculture,15.875,"भारत जगात सर्वात जास्त डाळी , तांदूळ , दूध , ताग अन कापूस पिकवनारा देश हाय","भारत जगात सर्वात जास्त डाळी, तांदूळ, दूध आणि कापूस पिकवणारा देश आहे."
3007,708164,D1,Agriculture,16.0,अरबी चमेली अतिशय आकर्षक आणि सुवासिक आसता म्हणून तेची शेती केली जाता,अरबी चमेली अतिशय आकर्षक आणि सुवासिक असल्यामुळे त्याची शेती केली जाते
3008,717083,D2,Banking,16.0,तुम्ही प्रत्येक वर्षाच्या आर्थिक स्टेटमेन्टच्या नोंदी ठेवल्या पाहिजेत,तुम्ही प्रत्येक वर्षाच्या आर्थिक स्टेटमेंटच्या नोंदी ठेवल्या पाहिजेत
3009,724313,D4,Banking,15.875,माया शैहराबाहेर रायनाऱ्या माया भावाला पैसे पाठवाचे हाय,"माया, पत्नी बाहेर आहे, भावाला पैसे पाठवा."
3010,709116,D1,Agriculture,16.0,शेवाळ कृषि जलीय कृषिचो एक प्रकार हा जेच्यात शेवाळींच्या प्रजातींची पण शेती सामील असा,शेवाळ कृषी जलीय कृषी एक प्रकार आहे ज्यात शेवाळींच्या प्रजातींची पण शेती सामील आहे
3011,715832,D2,Banking,16.0,बँकेच्या नोटा मूळ स्वरूपात व्यवसायिक बँकांद्वारे जारी केल्या गेल्या होत्या,बँकेच्या नोटा मूळ स्वरूपात व्यवसायिक बँकांद्वारे जारी केल्या गेल्या होत्या
3012,721766,D4,Banking,15.875,"बँकेचे तपशील रोख प्रवाह , संभाव्य फसवणूक , व्यवहार तपासणी , बँक सामंजस्य यासाठी वापरले जातात","बँकेचे तपशील, रोख प्रवाह, संभाव्य फसवणूक, व्यवहार तपासणी आणि बँक सामंजस्य यासाठी वापरले जातात."
3013,710464,D1,Agriculture,16.0,सद्याच्या सरकारच्या योग्य प्रयत्नांमुळे शेती आणि भारतीय अर्थव्यवस्थेची प्रगती झाली हा,सध्याच्या सरकारच्या योग्य प्रयत्नांमुळे शेती आणि भारतीय अर्थव्यवस्थेची प्रगती झाली.
3014,715517,D2,Agriculture,16.0,गुरांमध्ये प्रजनन क्षमता वाढवण्यासाठी शेतकरी मुवीस हार्मोनचा वापर करता,शेतकरी गुरांमध्ये प्रजनन क्षमता वाढवण्यासाठी हार्मोनचा वापर करतो
3015,719365,D4,Banking,15.857,"व्यवसायातील जोखीम , व्यवसाय नसलेली जोखीम आणि आर्थिक जोखीम हे गुंतवणुकीच्या जोखमीचे प्रकार आहेत","व्यवसायातील जोखीम, व्यवसाय नसलेली जोखीम आणि आर्थिक जोखीम हे गुंतवणुकीच्या जोखमीचे प्रकार आहेत"
3016,710734,D1,Banking,16.0,ढाब्यावाल्यान सांगितला कि एक्सपे ॲपमुळा देवाण घेवाणिचे व्यवहार खुप सोप्या पध्दतीन होतत,ढाब्यावाल्यानने सांगितले की एक्सप ॲपमुळे देवाण घेण्याचे व्यवहार खूप सोप्या पद्धतीने होत आहेत.
3017,714910,D2,Banking,16.0,कोणतीही वस्तू खरेदी करण्यापूर्वी तिची किंमत माहित करून घेणे गरजेचे आहे,कोणतीही वस्तू खरेदी करण्यापूर्वी तिची किंमत जाणून घेणे गरजेचे आहे
